date,chlorophyll_a,temperature,dissolved_oxygen,pH,Salinity,Turbidity,conductivity
2024-02-25 06:50:00,3.472,28.564,5.943,8.091,30.236,6.2,46.7
2024-02-25 07:00:00,3.558,28.442,5.94,8.082,30.05,4.308,46.438
2024-02-25 07:10:00,3.363,28.678,5.963,8.094,30.405,5.316,46.938
2024-02-25 07:20:00,3.296,28.599,5.943,8.087,30.231,3.607,46.695
2024-02-25 07:30:00,2.605,28.634,5.544,8.07,30.469,3.687,47.024
2024-02-25 07:40:00,2.945,26.994,6.224,8.114,26.271,4.879,41.117
2024-02-25 07:50:00,3.414,27.28,6.234,8.115,27.075,7.061,42.256
2024-02-25 08:00:00,3.613,27.461,6.207,8.104,27.229,5.578,42.479
2024-02-25 08:10:00,3.149,27.606,6.176,8.105,27.691,7.465,43.13
2024-02-25 08:20:00,3.153,27.509,6.25,8.112,27.949,6.601,43.486
2024-02-25 08:30:00,2.807,27.397,6.243,8.114,28.0,3.901,43.554
2024-02-25 08:40:00,3.24,27.523,6.161,8.104,28.316,7.222,43.998
2024-02-25 08:50:00,3.57,27.651,6.06,8.089,28.433,5.537,44.165
2024-02-25 09:00:00,3.272,27.756,6.059,8.088,28.647,4.674,44.468
2024-02-25 09:10:00,3.203,27.858,6.021,8.086,28.791,4.592,44.671
2024-02-25 09:20:00,3.116,27.599,6.121,8.086,28.367,3.929,44.072
2024-02-25 09:30:00,2.473,27.737,5.916,8.068,28.696,5.101,44.535
2024-02-25 09:40:00,2.413,27.817,6.002,8.07,28.85,5.042,44.752
2024-02-25 09:50:00,2.241,27.817,5.808,8.062,28.846,4.566,44.747
2024-02-25 10:00:00,2.227,27.746,5.925,8.067,28.606,4.807,44.41
2024-02-25 10:10:00,3.068,27.704,6.021,8.082,28.447,5.218,44.187
2024-02-25 10:20:00,2.447,27.645,6.034,8.084,28.209,4.958,43.854
2024-02-25 10:30:00,2.627,27.437,6.131,8.086,27.353,3.578,42.652
2024-02-25 10:40:00,2.719,27.103,6.33,8.104,26.134,2.871,40.929
2024-02-25 10:50:00,3.491,27.25,6.372,8.096,26.787,3.972,41.852
2024-02-25 11:00:00,2.385,27.297,6.352,8.1,26.936,3.748,42.062
2024-02-25 11:10:00,2.833,27.335,6.387,8.106,26.958,3.948,42.095
2024-02-25 11:20:00,3.364,27.266,6.573,8.118,26.543,3.788,41.509
2024-02-25 11:30:00,2.941,27.568,6.411,8.109,27.503,5.709,42.866
2024-02-25 11:40:00,2.825,27.412,6.503,8.11,26.963,4.367,42.104
2024-02-25 11:50:00,3.432,27.385,6.551,8.114,26.908,4.19,42.025
2024-02-25 12:00:00,3.236,27.342,6.709,8.12,26.514,4.445,41.471
2024-02-25 12:10:00,3.687,27.415,6.557,8.102,26.918,3.468,42.041
2024-02-25 12:20:00,3.164,27.669,6.329,8.096,27.796,2.759,43.279
2024-02-25 12:30:00,3.935,27.601,6.621,8.1,27.401,2.731,42.724
2024-02-25 12:40:00,4.025,27.712,6.473,8.096,27.75,2.958,43.215
2024-02-25 12:50:00,3.365,27.723,6.559,8.101,27.686,3.23,43.127
2024-02-25 13:00:00,3.286,27.615,6.768,8.109,27.054,3.367,42.239
2024-02-25 13:10:00,3.37,27.714,6.795,8.115,27.433,3.73,42.773
2024-02-25 13:20:00,3.203,27.737,6.695,8.105,27.652,4.501,43.08
2024-02-25 13:30:00,3.602,27.845,6.582,8.11,27.85,3.416,43.361
2024-02-25 13:40:00,3.52,27.94,6.677,8.116,28.066,3.4,43.665
2024-02-25 13:50:00,3.775,27.902,6.765,8.116,27.753,3.392,43.227
2024-02-25 14:00:00,3.386,27.65,7.066,8.128,26.638,3.485,41.656
2024-02-25 14:10:00,3.385,27.699,7.01,8.131,26.595,3.418,41.597
2024-02-25 14:20:00,3.381,27.694,7.082,8.135,26.034,3.594,40.808
2024-02-25 14:30:00,4.394,27.722,7.19,8.143,25.7,3.231,40.338
2024-02-25 14:40:00,3.632,27.72,7.219,8.147,25.372,3.399,39.874
2024-02-25 14:50:00,4.724,27.771,7.241,8.151,25.313,3.23,39.793
2024-02-25 15:00:00,4.429,27.829,7.174,8.145,25.858,3.781,40.565
2024-02-25 15:10:00,5.379,27.899,7.168,8.145,26.024,3.931,40.801
2024-02-25 15:20:00,5.076,27.978,7.196,8.127,26.332,3.305,41.239
2024-02-25 15:30:00,4.116,28.109,6.827,8.104,26.779,2.953,41.871
2024-02-25 15:40:00,4.138,28.203,6.906,8.103,27.197,2.739,42.461
2024-02-25 15:50:00,3.649,28.246,6.939,8.111,27.321,2.652,42.636
2024-02-25 16:00:00,3.557,28.261,7.094,8.107,27.288,3.141,42.59
2024-02-25 16:10:00,4.477,28.189,7.121,8.114,27.216,3.548,42.487
2024-02-25 16:20:00,3.86,28.133,7.183,8.118,27.009,2.869,42.194
2024-02-25 16:30:00,4.671,28.153,7.176,8.128,27.3,3.084,42.603
2024-02-25 16:40:00,4.802,28.163,7.244,8.132,27.547,3.519,42.95
2024-02-25 16:50:00,5.156,28.281,7.03,8.126,27.842,3.97,43.365
2024-02-25 17:00:00,5.347,28.294,6.88,8.096,27.797,3.949,43.304
2024-02-25 17:10:00,4.956,28.345,6.726,8.098,28.137,4.666,43.78
2024-02-25 17:20:00,4.984,28.321,7.212,8.119,28.081,3.527,43.701
2024-02-25 17:30:00,4.559,28.302,7.357,8.145,28.092,3.512,43.715
2024-02-25 17:40:00,6.252,28.354,6.895,8.121,28.247,4.702,43.933
2024-02-25 17:50:00,5.912,28.351,6.775,8.109,28.395,6.642,44.14
2024-02-25 18:00:00,6.061,28.351,6.989,8.124,28.522,4.629,44.316
2024-02-25 18:10:00,5.898,28.342,7.101,8.141,28.752,4.31,44.636
2024-02-25 18:20:00,5.762,28.381,7.006,8.135,28.912,3.186,44.86
2024-02-25 18:30:00,6.249,28.404,7.039,8.149,29.311,3.335,45.414
2024-02-25 18:40:00,6.393,28.443,7.068,8.142,29.429,3.246,45.58
2024-02-25 18:50:00,5.795,28.424,6.846,8.13,28.995,5.54,44.977
2024-02-25 19:00:00,4.968,28.385,6.998,8.135,28.596,8.359,44.421
2024-02-25 19:10:00,6.23,28.478,6.613,8.125,29.337,4.891,45.453
2024-02-25 19:20:00,6.042,28.21,6.891,8.127,28.398,7.11,44.138
2024-02-25 19:30:00,6.523,28.108,6.975,8.131,28.296,7.234,43.992
2024-02-25 19:40:00,6.145,28.161,7.041,8.143,28.582,6.893,44.393
2024-02-25 19:50:00,6.587,28.105,7.015,8.146,28.466,13.928,44.229
2024-02-25 20:00:00,6.307,28.082,7.119,8.143,28.429,13.922,44.177
2024-02-25 20:10:00,6.549,28.043,7.188,8.155,28.249,13.959,43.924
2024-02-25 20:20:00,6.38,28.122,7.298,8.154,28.049,6.003,43.649
2024-02-25 20:30:00,6.045,27.784,7.275,8.158,27.468,2.78,42.824
2024-02-25 20:40:00,5.268,27.411,7.595,8.201,25.998,13.748,40.747
2024-02-25 20:50:00,6.148,27.385,7.459,8.19,25.738,3.378,40.38
2024-02-25 21:00:00,5.497,27.47,7.318,8.159,26.158,4.944,40.975
2024-02-25 21:10:00,6.26,27.28,7.495,8.184,25.181,3.368,39.589
2024-02-25 21:20:00,6.046,27.407,7.477,8.182,25.865,4.229,40.559
2024-02-25 21:30:00,5.849,27.556,7.431,8.177,26.454,8.497,41.395
2024-02-25 21:40:00,4.945,27.747,7.02,8.137,26.858,4.167,41.969
2024-02-25 21:50:00,4.374,27.844,6.906,8.126,27.101,4.419,42.313
2024-02-25 22:00:00,4.365,27.944,6.954,8.132,27.37,3.423,42.693
2024-02-25 22:10:00,4.645,27.66,6.944,8.148,26.434,4.458,41.37
2024-02-25 22:20:00,4.067,27.624,7.035,8.149,26.724,5.4,41.777
2024-02-25 22:30:00,4.526,27.551,7.162,8.16,26.371,5.36,41.278
2024-02-25 22:40:00,4.242,27.69,7.042,8.149,26.812,4.0615000000000006,41.901
2024-02-25 22:50:00,4.152,27.732,6.905,8.146,27.082,2.763,42.282
2024-02-25 23:00:00,4.203,28.091,6.71,8.096,28.26,3.2485,43.941
2024-02-25 23:10:00,3.75,28.198,6.465,8.082,28.373,3.734,44.103
2024-02-25 23:20:00,2.617,28.233,7.001,8.057,28.325,23.4875,44.038
2024-02-25 23:30:00,4.833,28.263,7.087,8.129,28.588,43.241,44.405
2024-02-25 23:40:00,4.787,28.215,7.036,8.141,28.313,23.3115,44.02
2024-02-25 23:50:00,5.395,27.726,6.948,8.153,28.021,3.382,43.595
2024-02-26 00:00:00,5.76,27.684,6.939,8.146,28.072,6.772,43.664
2024-02-26 00:10:00,4.969,27.776,6.855,8.147,28.226,5.255,43.882
2024-02-26 00:20:00,4.901,27.711,6.932,8.149,28.028,7.11,43.603
2024-02-26 00:30:00,4.593,27.833,6.876,8.143,28.352,5.738,44.06
2024-02-26 00:40:00,4.213,27.709,6.848,8.149,27.999,5.797,43.563
2024-02-26 00:50:00,4.841,27.686,6.722,8.142,28.223,6.55,43.875
2024-02-26 01:00:00,4.226,27.753,6.316,8.127,28.364,4.852,44.073
2024-02-26 01:10:00,5.115,27.772,6.359,8.123,28.363,3.098,44.072
2024-02-26 01:20:00,4.514,27.687,6.22,8.097,28.222,2.62,43.874
2024-02-26 01:30:00,4.281,27.739,6.239,8.099,28.37,2.702,44.081
2024-02-26 01:40:00,4.071,27.709,6.022,8.067,28.31,2.74,43.998
2024-02-26 01:50:00,3.496,27.805,5.917,8.065,28.658,5.586,44.484
2024-02-26 02:00:00,3.42,27.542,5.478,8.039,28.029,6.61,43.598
2024-02-26 02:10:00,3.352,27.61,5.071,8.032,28.37,7.301,44.077
2024-02-26 02:20:00,3.053,27.513,4.986,8.028,28.119,7.318,43.724
2024-02-26 02:30:00,3.089,27.648,5.168,8.02,28.443,7.943,44.18
2024-02-26 02:40:00,3.559,27.69,5.671,8.065,28.2,4.048,43.843
2024-02-26 02:50:00,3.961,27.449,5.339,8.053,27.722,5.315,43.168
2024-02-26 03:00:00,4.134,27.504,6.425,8.096,27.766,5.069,43.231
2024-02-26 03:10:00,3.761,27.735,6.19,8.124,28.394,3.557,44.114
2024-02-26 03:20:00,3.505,27.307,5.633,8.049,27.49,5.955,42.838
2024-02-26 03:30:00,3.686,27.193,5.554,8.064,27.148,5.092,42.356
2024-02-26 03:40:00,3.17,27.336,5.602,8.029,27.594,2.857,42.985
2024-02-26 03:50:00,3.889,27.763,6.108,8.097,28.315,4.017,44.006
2024-02-26 04:00:00,3.699,27.851,6.291,8.097,28.324,4.741,44.022
2024-02-26 04:10:00,3.873,27.989,5.809,8.07,28.675,4.786,44.516
2024-02-26 04:20:00,3.859,28.023,5.468,8.054,28.742,4.287,44.609
2024-02-26 04:30:00,3.934,27.86,6.133,8.086,28.318,3.807,44.013
2024-02-26 04:40:00,3.471,27.429,6.406,8.117,27.687,3.672,43.118
2024-02-26 04:50:00,4.033,26.755,6.807,8.154,26.383,3.875,41.267
2024-02-26 05:00:00,3.92,26.733,6.81,8.145,26.15,5.974,40.938
2024-02-26 05:10:00,3.956,27.097,6.426,8.12,27.093,5.732,42.274
2024-02-26 05:20:00,3.718,27.437,6.263,8.061,27.652,3.903,43.069
2024-02-26 05:30:00,4.042,27.716,5.633,8.049,28.572,3.015,44.361
2024-02-26 05:40:00,3.499,28.109,5.375,8.017,29.29,3.684,45.373
2024-02-26 05:50:00,3.394,28.205,4.8,8.008,29.443,2.013,45.59
2024-02-26 06:00:00,3.243,28.126,5.045,8.017,29.378,2.431,45.495
2024-02-26 06:10:00,3.279,28.139,5.346,8.034,29.337,2.527,45.44
2024-02-26 06:20:00,3.238,28.046,5.583,8.059,29.444,2.859,45.584
2024-02-26 06:30:00,2.893,27.991,5.642,8.068,29.404,2.513,45.527
2024-02-26 06:40:00,3.685,28.149,5.343,8.05,29.503,2.413,45.671
2024-02-26 06:50:00,2.375,28.311,5.091,8.013,29.959,2.369,46.307
2024-02-26 07:00:00,2.201,28.322,4.798,7.982,29.93,3.379,46.267
2024-02-26 07:10:00,2.287,28.367,5.236,8.014,30.043,3.624,46.426
2024-02-26 07:20:00,2.422,28.169,5.295,8.04,29.813,2.366,46.1
2024-02-26 07:30:00,2.51,28.009,5.523,8.067,29.443,2.352,45.582
2024-02-26 07:40:00,2.395,26.847,6.466,8.109,26.277,2.495,41.121
2024-02-26 07:50:00,2.997,26.521,6.701,8.131,25.295,2.946,39.725
2024-02-26 08:00:00,2.915,26.765,6.806,8.136,25.869,3.594,40.544
2024-02-26 08:10:00,3.904,26.4,7.058,8.162,24.364,4.418,38.402
2024-02-26 08:20:00,3.614,27.134,6.628,8.125,26.712,3.79,41.742
2024-02-26 08:30:00,3.314,27.552,6.496,8.112,27.627,5.611,43.039
2024-02-26 08:40:00,3.038,27.529,6.557,8.115,27.472,5.019,42.821
2024-02-26 08:50:00,3.109,27.59,6.515,8.114,27.494,4.929,42.854
2024-02-26 09:00:00,2.98,27.704,6.559,8.115,27.723,5.077,43.178
2024-02-26 09:10:00,2.656,27.741,6.545,8.117,27.776,4.083,43.253
2024-02-26 09:20:00,2.846,27.813,6.592,8.114,27.901,4.811,43.43
2024-02-26 09:30:00,2.484,27.726,6.595,8.114,27.676,4.912,43.113
2024-02-26 09:40:00,2.809,27.755,6.589,8.116,27.848,3.724,43.354
2024-02-26 09:50:00,2.408,27.55,6.617,8.116,27.355,5.973,42.657
2024-02-26 10:00:00,2.444,27.659,6.736,8.125,26.699,7.889,41.742
2024-02-26 10:10:00,2.414,27.787,6.653,8.114,27.406,4.877,42.737
2024-02-26 10:20:00,22.243,28.049,6.691,8.115,27.181,2.895,42.433
2024-02-26 10:30:00,2.389,28.119,6.726,8.115,27.337,4.14,42.653
2024-02-26 10:40:00,1.906,28.223,6.788,8.118,27.372,3.462,42.706
2024-02-26 10:50:00,2.063,28.305,6.785,8.114,27.388,3.618,42.732
2024-02-26 11:00:00,1.903,28.345,6.722,8.107,27.422,4.019,42.781
2024-02-26 11:10:00,1.765,28.48,6.772,8.111,27.46,5.422,42.839
2024-02-26 11:20:00,1.676,28.57,6.724,8.103,27.505,4.253,42.906
2024-02-26 11:30:00,1.691,28.681,6.77,8.107,27.437,4.06,42.814
2024-02-26 11:40:00,1.858,28.754,6.82,8.1,27.34,3.969,42.683
2024-02-26 11:50:00,1.924,28.88,6.857,8.104,27.358,3.902,42.713
2024-02-26 12:00:00,1.968,28.961,6.894,8.102,27.2,4.957,42.494
2024-02-26 12:10:00,1.73,29.078,6.944,8.097,27.251,6.653,42.57
2024-02-26 12:20:00,2.274,29.226,6.887,8.104,27.311,6.439,42.661
2024-02-26 12:30:00,1.737,29.397,6.95,8.1,27.395,6.667,42.785
2024-02-26 12:40:00,1.943,29.417,6.96,8.099,27.371,4.157,42.751
2024-02-26 12:50:00,1.998,29.521,6.899,8.09,27.44,5.974,42.852
2024-02-26 13:00:00,1.982,29.594,6.912,8.084,27.511,5.901,42.955
2024-02-26 13:10:00,1.854,29.691,6.881,8.076,27.478,5.67,42.912
2024-02-26 13:20:00,1.786,29.797,6.848,8.067,27.571,5.443,43.048
2024-02-26 13:30:00,2.04,29.871,6.912,8.072,27.582,5.894,43.065
2024-02-26 13:40:00,1.975,29.987,6.983,8.07,27.601,5.071,43.097
2024-02-26 13:50:00,2.107,30.057,7.041,8.083,27.588,5.672,43.083
2024-02-26 14:00:00,2.241,30.113,7.031,8.08,27.636,5.457,43.151
2024-02-26 14:10:00,2.272,30.163,7.142,8.079,27.682,4.682,43.218
2024-02-26 14:20:00,2.026,30.255,7.174,8.088,27.807,3.951,43.396
2024-02-26 14:30:00,2.73,30.347,7.282,8.093,27.795,6.762,43.384
2024-02-26 14:40:00,2.802,30.468,7.126,8.097,27.913,3.435,43.553
2024-02-26 14:50:00,2.772,30.509,7.151,8.097,28.129,2.578,43.857
2024-02-26 15:00:00,2.432,30.514,7.281,8.097,28.216,2.883,43.979
2024-02-26 15:10:00,2.75,30.516,7.414,8.114,28.288,3.201,44.08
2024-02-26 15:20:00,2.729,30.55,7.269,8.102,28.324,2.633,44.131
2024-02-26 15:30:00,3.881,30.598,7.37,8.106,28.37,4.666,44.197
2024-02-26 15:40:00,3.956,30.581,7.366,8.115,28.451,4.627,44.31
2024-02-26 15:50:00,4.431,30.58,7.339,8.115,28.471,4.741,44.338
2024-02-26 16:00:00,5.033,30.565,7.434,8.114,28.405,4.557,44.245
2024-02-26 16:10:00,5.623,30.521,7.576,8.126,28.416,4.929,44.258
2024-02-26 16:20:00,3.967,30.407,7.465,8.124,28.593,4.309,44.499
2024-02-26 16:30:00,5.587,30.39,7.591,8.125,28.725,4.636,44.683
2024-02-26 16:40:00,3.584,30.136,7.308,8.117,29.491,4.204,45.735
2024-02-26 16:50:00,4.525,30.064,7.349,8.119,29.469,4.365,45.702
2024-02-26 17:00:00,4.341,29.796,7.457,8.133,29.701,4.399,46.011
2024-02-26 17:10:00,3.915,29.769,7.531,8.146,29.722,4.736,46.039
2024-02-26 17:20:00,4.057,29.999,7.827,8.146,29.668,4.094,45.975
2024-02-26 17:30:00,3.347,29.97,7.678,8.143,29.7,4.726,46.018
2024-02-26 17:40:00,2.883,30.003,7.646,8.139,29.865,4.043,46.248
2024-02-26 17:50:00,3.15,29.773,7.29,8.143,30.519,5.342,47.141
2024-02-26 18:00:00,3.05,29.585,6.877,8.131,30.666,3.743,47.336
2024-02-26 18:10:00,3.109,29.283,7.002,8.14,30.964,3.793,47.732
2024-02-26 18:20:00,3.788,29.397,6.861,8.131,30.69,3.186,47.361
2024-02-26 18:30:00,3.142,29.452,7.177,8.149,30.931,4.016,47.694
2024-02-26 18:40:00,3.75,29.495,7.182,8.136,30.874,6.56,47.618
2024-02-26 18:50:00,4.79,29.515,7.07,8.139,30.958,4.919,47.734
2024-02-26 19:00:00,4.496,29.568,7.15,8.133,30.924,8.282,47.69
2024-02-26 19:10:00,4.298,29.583,7.779,8.154,31.057,6.922,47.873
2024-02-26 19:20:00,3.982,29.772,7.979,8.17,31.331,6.073,48.259
2024-02-26 19:30:00,4.255,29.894,7.728,8.17,31.114,9.656,47.965
2024-02-26 19:40:00,4.143,29.282,6.822,8.135,30.858,25.316,47.587
2024-02-26 19:50:00,3.729,29.705,7.588,8.164,30.934,6.849,47.709
2024-02-26 20:00:00,3.688,29.476,7.166,8.143,30.518,16.367,47.127
2024-02-26 20:10:00,3.343,29.959,7.182,8.159,30.616,4.377,47.283
2024-02-26 20:20:00,2.909,30.441,7.563,8.167,30.5,4.958,47.144
2024-02-26 20:30:00,3.484,30.147,7.341,8.154,30.164,4.837,46.668
2024-02-26 20:40:00,2.501,31.012,7.781,8.169,30.385,8.041,47.012
2024-02-26 20:50:00,2.772,30.349,7.398,8.156,29.932,10.117,46.355
2024-02-26 21:00:00,3.635,29.676,7.356,8.169,28.765,9.934,44.708
2024-02-26 21:10:00,3.147,29.683,7.234,8.146,28.449,6.722,44.268
2024-02-26 21:20:00,2.663,29.931,7.221,8.144,28.773,3.366,44.73
2024-02-26 21:30:00,2.995,29.822,7.165,8.137,28.602,3.472,44.487
2024-02-26 21:40:00,2.858,29.759,7.074,8.132,28.582,8.445,44.457
2024-02-26 21:50:00,2.978,29.86,7.055,8.127,28.734,3.19,44.672
2024-02-26 22:00:00,2.924,29.862,7.095,8.124,28.669,3.128,44.582
2024-02-26 22:10:00,2.537,30.162,7.026,8.13,29.352,5.004,45.544
2024-02-26 22:20:00,2.79,30.266,7.252,8.141,29.819,9.608,46.195
2024-02-26 22:30:00,2.646,30.293,7.168,8.141,30.151,6.583,46.656
2024-02-26 22:40:00,2.639,30.16,7.081,8.137,30.411,8.4305,47.008
2024-02-26 22:50:00,3.25,30.073,6.984,8.129,30.047,10.278,46.502
2024-02-26 23:00:00,3.279,29.726,6.781,8.117,29.951,3.409,46.354
2024-02-26 23:10:00,2.334,29.394,6.181,8.077,29.938,10.645,46.323
2024-02-26 23:20:00,2.532,29.291,6.272,8.085,29.888,3.663,46.25
2024-02-26 23:30:00,3.177,29.356,6.193,8.1,30.157,3.389,46.623
2024-02-26 23:40:00,2.552,29.703,6.694,8.095,30.486,9.157,47.092
2024-02-26 23:50:00,2.371,30.024,6.599,8.131,30.894,4.382,47.668
2024-02-27 00:00:00,2.561,29.856,6.406,8.114,30.813,3.054,47.55
2024-02-27 00:10:00,2.32,29.744,6.533,8.114,30.528,3.141,47.152
2024-02-27 00:20:00,1.976,29.731,6.498,8.11,30.277,3.101,46.806
2024-02-27 00:30:00,2.504,29.762,6.694,8.114,30.146,3.022,46.626
2024-02-27 00:40:00,2.234,29.669,6.626,8.092,29.996,2.73,46.415
2024-02-27 00:50:00,1.845,29.508,6.309,8.089,29.825,2.631,46.171
2024-02-27 01:00:00,2.135,29.367,6.441,8.112,29.653,2.67,45.927
2024-02-27 01:10:00,2.137,29.267,6.351,8.116,29.654,2.76,45.924
2024-02-27 01:20:00,2.229,29.104,6.204,8.114,29.463,2.594,45.652
2024-02-27 01:30:00,1.742,29.122,6.239,8.091,29.547,2.448,45.77
2024-02-27 01:40:00,1.835,29.209,6.159,8.083,29.687,2.507,45.968
2024-02-27 01:50:00,1.754,29.216,5.963,8.082,29.722,3.419,46.017
2024-02-27 02:00:00,1.718,29.181,6.009,8.084,29.591,2.421,45.833
2024-02-27 02:10:00,1.695,29.246,6.139,8.087,29.765,2.743,46.077
2024-02-27 02:20:00,1.861,29.444,6.085,8.068,30.087,2.706,46.53
2024-02-27 02:30:00,1.634,29.618,5.87,8.063,30.255,2.751,46.77
2024-02-27 02:40:00,1.813,29.535,5.807,8.065,30.048,3.154,46.48
2024-02-27 02:50:00,2.495,29.65,5.919,8.08,30.377,2.734,46.939
2024-02-27 03:00:00,2.055,29.697,5.917,8.083,30.395,4.18,46.967
2024-02-27 03:10:00,2.117,29.735,6.216,8.104,30.615,3.677,47.271
2024-02-27 03:20:00,2.036,29.623,5.846,8.085,30.705,4.14,47.391
2024-02-27 03:30:00,2.218,29.606,5.974,8.08,30.581,7.098,47.219
2024-02-27 03:40:00,2.605,29.564,6.273,8.099,30.542,6.257,47.164
2024-02-27 03:50:00,2.665,29.605,6.295,8.111,30.918,4.637,47.683
2024-02-27 04:00:00,2.38,29.422,6.231,8.106,30.219,8.264,46.712
2024-02-27 04:10:00,2.211,29.707,6.146,8.098,30.763,2.673,47.475
2024-02-27 04:20:00,2.275,29.666,5.745,8.105,30.714,2.934,47.405
2024-02-27 04:30:00,2.202,29.504,6.272,8.094,30.541,2.904,47.159
2024-02-27 04:40:00,2.327,29.426,5.934,8.103,30.368,2.929,46.918
2024-02-27 04:50:00,2.245,29.505,6.175,8.099,30.662,2.878,47.326
2024-02-27 05:00:00,2.227,29.171,6.42,8.107,29.986,6.718,46.38
2024-02-27 05:10:00,2.406,29.522,6.267,8.085,30.862,5.139,47.602
2024-02-27 05:20:00,2.505,29.299,6.172,8.085,30.592,5.19,47.221
2024-02-27 05:30:00,2.919,29.216,6.069,8.073,30.343,4.78,46.874
2024-02-27 05:40:00,2.444,29.371,5.853,8.057,30.94,2.703,47.704
2024-02-27 05:50:00,1.88,29.219,5.979,8.073,30.746,3.983,47.429
2024-02-27 06:00:00,2.047,29.372,5.697,8.064,31.08,5.241,47.896
2024-02-27 06:10:00,2.463,29.41,5.968,8.084,30.916,5.261,47.672
2024-02-27 06:20:00,2.136,29.455,5.728,8.061,31.185,5.086,48.043
2024-02-27 06:30:00,1.938,29.459,5.413,8.057,31.186,4.966,48.046
2024-02-27 06:40:00,2.094,29.447,5.361,8.057,31.173,4.858,48.027
2024-02-27 06:50:00,2.3,29.459,4.996,8.02,31.436,4.793,48.389
2024-02-27 07:00:00,1.987,29.484,5.005,8.01,31.479,4.698,48.449
2024-02-27 07:10:00,2.142,29.392,4.866,8.003,31.644,4.697,48.671
2024-02-27 07:20:00,1.138,29.455,5.436,7.989,31.521,5.008,48.506
2024-02-27 07:30:00,2.107,29.329,5.324,8.047,31.561,5.302,48.555
2024-02-27 07:40:00,2.134,29.34,5.68,8.08,31.53,5.204,48.512
2024-02-27 07:50:00,2.571,29.303,5.62,8.076,31.664,2.93,48.694
2024-02-27 08:00:00,2.363,29.299,5.672,8.072,31.66,2.574,48.689
2024-02-27 08:10:00,1.885,29.274,5.794,8.059,31.526,5.799,48.505
2024-02-27 08:20:00,2.181,28.642,6.044,8.079,29.683,4.145,45.939
2024-02-27 08:30:00,2.279,28.115,6.555,8.121,29.11,4.281,45.125
2024-02-27 08:40:00,2.296,28.661,6.449,8.106,29.006,4.908,45.001
2024-02-27 08:50:00,2.694,28.74,6.394,8.104,28.838,6.042,44.771
2024-02-27 09:00:00,2.916,28.685,6.334,8.098,28.784,5.633,44.693
2024-02-27 09:10:00,3.616,28.643,6.316,8.1,28.74,4.044,44.63
2024-02-27 09:20:00,3.707,28.605,6.295,8.1,28.943,3.961,44.911
2024-02-27 09:30:00,2.721,28.527,6.328,8.105,28.878,4.457,44.818
2024-02-27 09:40:00,2.079,28.408,6.373,8.104,28.893,4.505,44.834
2024-02-27 09:50:00,2.901,28.41,6.348,8.109,29.256,3.901,45.338
2024-02-27 10:00:00,2.888,28.39,6.324,8.108,29.504,4.939,45.68
2024-02-27 10:10:00,2.524,28.439,6.237,8.102,29.512,5.334,45.694
2024-02-27 10:20:00,2.286,28.517,6.295,8.103,29.447,5.218,45.607
2024-02-27 10:30:00,2.462,28.514,6.327,8.106,29.688,6.091,45.941
2024-02-27 10:40:00,2.133,28.711,6.333,8.101,29.399,7.038,45.549
2024-02-27 10:50:00,2.035,28.811,6.311,8.096,29.427,4.792,45.591
2024-02-27 11:00:00,1.832,28.914,6.377,8.101,29.393,3.776,45.548
2024-02-27 11:10:00,1.842,28.995,6.362,8.094,29.406,3.882,45.57
2024-02-27 11:20:00,1.669,29.077,6.385,8.093,29.413,3.558,45.583
2024-02-27 11:30:00,2.018,29.132,6.473,8.104,29.511,5.697,45.721
2024-02-27 11:40:00,1.601,29.178,6.432,8.089,29.49,4.102,45.693
2024-02-27 11:50:00,1.6,29.269,6.429,8.087,29.498,4.984,45.708
2024-02-27 12:00:00,2.025,29.314,6.497,8.101,29.54,3.893,45.769
2024-02-27 12:10:00,1.881,29.363,6.489,8.106,29.65,3.901,45.922
2024-02-27 12:20:00,1.895,29.4,6.536,8.106,29.657,5.416,45.934
2024-02-27 12:30:00,1.973,29.447,6.56,8.107,29.708,5.646,46.006
2024-02-27 12:40:00,2.219,29.557,6.458,8.1,29.734,5.368,46.047
2024-02-27 12:50:00,1.643,29.659,6.576,8.103,29.711,5.158,46.019
2024-02-27 13:00:00,1.609,29.732,6.622,8.102,29.889,4.951,46.269
2024-02-27 13:10:00,2.18,29.861,6.627,8.104,29.883,6.299,46.267
2024-02-27 13:20:00,1.811,29.915,6.786,8.109,29.908,5.68,46.304
2024-02-27 13:30:00,2.695,29.919,7.048,8.128,30.263,5.86,46.794
2024-02-27 13:40:00,2.238,29.986,7.097,8.12,30.01,4.992,46.447
2024-02-27 13:50:00,2.739,29.988,6.985,8.125,30.076,5.68,46.539
2024-02-27 14:00:00,2.607,29.993,7.074,8.13,30.214,5.684,46.729
2024-02-27 14:10:00,2.659,30.255,7.278,8.138,30.61,5.536,47.287
2024-02-27 14:20:00,2.407,30.176,7.078,8.124,30.63,5.545,47.312
2024-02-27 14:30:00,2.889,30.295,7.065,8.127,30.829,4.02,47.592
2024-02-27 14:40:00,2.639,30.293,6.957,8.124,30.831,2.711,47.594
2024-02-27 14:50:00,3.189,30.359,6.882,8.109,30.827,3.648,47.591
2024-02-27 15:00:00,2.422,30.364,6.84,8.105,30.933,3.295,47.738
2024-02-27 15:10:00,3.18,30.368,6.762,8.104,30.989,3.537,47.814
2024-02-27 15:20:00,2.872,30.385,6.83,8.11,30.934,3.53,47.74
